Date,Open,High,Low,Close,Adj Close,Volume
4/11/2022,291.790009,292.609985,279.320007,279.829987,277.11145,115664800
4/18/2022,278.910004,293.299988,273.380005,274.029999,271.367767,124842800
4/25/2022,273.290009,290.980011,270,277.519989,274.823883,216395500
5/2/2022,277.709991,290.880005,271.269989,274.730011,272.061005,175769700
5/9/2022,270.059998,273.75,250.020004,261.119995,258.583191,221997200
5/16/2022,259.959991,268.329987,246.440002,252.559998,250.106369,164627300
5/23/2022,255.490005,273.339996,253.429993,273.23999,271.215668,142680100
5/30/2022,272.529999,277.690002,261.600006,270.019989,268.019562,135187100
6/6/2022,272.059998,274.179993,252.529999,252.990005,251.115723,120495800
6/13/2022,245.110001,255.300003,241.509995,247.649994,245.815262,184153000
6/20/2022,250.259995,267.980011,249.509995,267.700012,265.716736,115652800
6/27/2022,268.209991,268.299988,252.899994,259.579987,257.656891,126549000
7/4/2022,256.160004,269.059998,254.740005,267.660004,265.677032,87284100
7/11/2022,265.649994,266.529999,245.940002,256.720001,254.818085,139698000
7/18/2022,259.75,265.329987,253.300003,260.359985,258.431122,113061900
7/25/2022,261,282,249.570007,280.73999,278.660126,172010100
8/1/2022,277.820007,283.799988,272.380005,282.910004,280.814026,102686000
8/8/2022,284.049988,291.910004,277.609985,291.910004,289.747375,109517800
8/15/2022,291,294.179993,285.559998,286.149994,284.030029,92198200
8/22/2022,282.079987,282.459991,267.980011,268.089996,266.668671,104858200
8/29/2022,265.850006,267.399994,254.470001,256.059998,254.702454,114016200
9/5/2022,256.200012,265.230011,251.940002,264.459991,263.057922,87859500
9/12/2022,265.779999,267.450012,242.059998,244.740005,243.442474,147336700
9/19/2022,242.470001,247.660004,235.199997,237.919998,236.658615,147350000
9/26/2022,237.050003,242.330002,232.729996,232.899994,231.665237,146921600
10/3/2022,235.410004,250.580002,233.169998,234.240005,232.998138,142125400
10/10/2022,233.050003,237.240005,219.130005,228.559998,227.348251,154871900
10/17/2022,235.820007,243.929993,234.289993,242.119995,240.836365,122568300
10/24/2022,243.759995,251.039993,225.779999,235.869995,234.619492,223302200
10/31/2022,233.759995,235.740005,213.429993,221.389999,220.216263,170779600
11/7/2022,221.990005,247.990005,221.279999,247.110001,245.799911,170431600
11/14/2022,241.990005,247,237.630005,241.220001,239.941132,137343700
11/21/2022,241.429993,248.699997,240.710007,247.490005,246.871658,74769700
11/28/2022,246.080002,256.119995,238.210007,255.020004,254.382843,137898700
12/5/2022,252.009995,253.820007,242.210007,245.419998,244.806824,109602000
12/12/2022,247.449997,263.920013,243.509995,244.690002,244.078659,229935300
12/19/2022,244.860001,245.619995,233.869995,238.729996,238.133545,128396500
12/26/2022,238.699997,241.919998,234.169998,239.820007,239.220825,75854900
1/2/2023,243.080002,245.75,219.350006,224.929993,224.368011,159562600
1/9/2023,226.449997,239.899994,226.410004,239.229996,238.632294,131675800
1/16/2023,237.970001,242.380005,230.679993,240.220001,239.619827,123872800
1/23/2023,241.100006,249.830002,230.899994,248.160004,247.539993,198648400
1/30/2023,244.509995,264.690002,242.199997,258.350006,257.704529,152686100
2/6/2023,257.440002,276.76001,254.779999,263.100006,262.442657,196239000
2/13/2023,267.640015,274.970001,256,258.059998,257.415253,170204900
2/20/2023,254.479996,256.839996,248.100006,249.220001,249.220001,105098500
2/27/2023,252.460007,255.619995,245.610001,255.289993,255.289993,126814600
3/6/2023,256.429993,260.119995,247.600006,248.589996,248.589996,117910500
3/13/2023,247.399994,283.329987,245.729996,279.429993,279.429993,237284200
3/20/2023,276.980011,281.059998,269.519989,280.570007,280.570007,177681500
3/27/2023,280.5,289.269989,272.049988,288.299988,288.299988,131599500
4/3/2023,286.519989,292.079987,282.029999,291.600006,291.600006,102542700
4/6/2023,283.209991,292.079987,282.029999,291.600006,291.600006,29770334
