Date,Open,High,Low,Close,Adj Close,Volume
4/11/2022,127.949997,130.580002,124.910004,126.559998,120.551567,15342600
4/18/2022,126.599998,141.880005,125.529999,138.25,131.686569,47145700
4/25/2022,137.589996,139.869995,132,132.210007,125.933357,24626600
5/2/2022,133,137.990005,130.889999,137.669998,131.134125,27098500
5/9/2022,134.410004,136.350006,128.429993,133.600006,127.257362,31171300
5/16/2022,133.100006,138.369995,125.800003,128.479996,123.864967,27360500
5/23/2022,129.5,139.740005,129.419998,139.270004,134.267395,19617800
5/30/2022,138.199997,142.580002,136.809998,141.179993,136.108765,19861600
6/6/2022,142.979996,144.729996,135.25,136.190002,131.298035,18910200
6/13/2022,133.970001,138.449997,132.850006,135.020004,130.170044,34055600
6/20/2022,135.899994,142.369995,135.899994,142.059998,136.957169,23921700
6/27/2022,142.259995,144.160004,139.259995,141.119995,136.050919,21052200
7/4/2022,139.970001,141.320007,135.270004,140.470001,135.424286,16228300
7/11/2022,140.619995,141.869995,135.020004,139.919998,134.894028,21081000
7/18/2022,140.149994,140.309998,125.129997,128.25,123.643227,66246800
7/25/2022,128.440002,131,127.580002,130.789993,126.091988,22223800
8/1/2022,130.75,132.860001,130.509995,132.479996,127.721283,17400500
8/8/2022,133.100006,134.089996,129.119995,134.009995,129.19632,17250000
8/15/2022,132.960007,139.339996,132.240005,138.369995,135.08046,17105900
8/22/2022,137.649994,137.850006,130.339996,130.380005,127.280418,16982100
8/29/2022,129.990005,131.419998,127.239998,127.790001,124.751984,15118100
9/5/2022,127.800003,129.490005,126.279999,129.190002,126.118698,12005100
9/12/2022,130.330002,130.990005,123.830002,127.269997,124.244339,27107200
9/19/2022,126.489998,128.059998,121.739998,122.709999,119.792747,19450800
9/26/2022,122.300003,124.260002,118.610001,118.809998,115.985466,22265200
10/3/2022,120.160004,126.459999,118.07,118.82,115.995232,21615000
10/10/2022,119.790001,122.540001,115.550003,120.040001,117.186226,22971800
10/17/2022,121.800003,130.850006,121.43,129.899994,126.811821,37309900
10/24/2022,130.899994,138.860001,129.850006,138.509995,135.217133,26666200
10/31/2022,138.059998,140.169998,133.970001,136.960007,133.703979,22486800
11/7/2022,136.639999,144.130005,136.509995,143.169998,139.766342,25066200
11/14/2022,142.630005,148.309998,142,147.639999,145.848511,22081500
11/21/2022,147.550003,150.460007,146.449997,148.369995,146.569656,16271700
11/28/2022,147.979996,150.009995,145.669998,148.669998,146.866013,20066300
12/5/2022,147.940002,149.149994,146.289993,147.050003,145.265686,15316800
12/12/2022,147.820007,153.210007,138.970001,140.160004,138.45929,33571600
12/19/2022,140.160004,143.089996,137.199997,141.649994,139.931198,19662700
12/26/2022,141.729996,142.809998,139.449997,140.889999,139.18042,10477100
1/2/2023,141.100006,144.25,140.009995,143.699997,141.956329,13648400
1/9/2023,144.080002,146.660004,142.899994,145.889999,144.119751,14580100
1/16/2023,146.419998,147.179993,139.75,141.199997,139.486664,21419300
1/23/2023,141.399994,142.990005,132.979996,134.389999,132.759293,43345100
1/30/2023,134.320007,136.949997,132.800003,136.940002,135.278351,27874500
2/6/2023,135.830002,136.740005,133.339996,135.600006,133.95462,22141000
2/13/2023,136,137.389999,133.889999,135.020004,135.020004,16543600
2/20/2023,134,134.389999,128.860001,130.570007,130.570007,14198800
2/27/2023,131.419998,131.869995,127.709999,129.639999,129.639999,17865500
3/6/2023,129.639999,130.860001,125.129997,125.449997,125.449997,20909600
3/13/2023,125.150002,128.190002,121.709999,123.690002,123.690002,66131400
3/20/2023,124.309998,127.220001,122.599998,125.290001,125.290001,20457800
3/27/2023,126.470001,131.479996,126.470001,131.089996,131.089996,20778500
4/3/2023,130.970001,132.610001,130.320007,130.5,130.5,13172200
4/6/2023,132.160004,132.600006,130.315002,130.5,130.5,3050581
